Date,Open,High,Low,Close,Adj Close,Volume
2023-06-15,49.990002,50.000000,49.990002,50.000000,48.486252,355500
2023-06-16,50.009998,50.009998,49.990002,50.009998,48.495941,463300
2023-06-20,50.029999,50.029999,50.000000,50.009998,48.495941,500800
2023-06-21,50.020000,50.040001,50.005001,50.020000,48.505646,373000
2023-06-22,50.040001,50.040001,50.029999,50.040001,48.525036,264100
2023-06-23,50.049999,50.049999,50.040001,50.049999,48.534737,572400
2023-06-26,50.070000,50.070000,50.040001,50.049999,48.534737,342700
2023-06-27,50.060001,50.060001,50.049999,50.060001,48.544434,461300
2023-06-28,50.060001,50.070000,50.049999,50.049999,48.534737,495700
2023-06-29,50.070000,50.080002,50.060001,50.070000,48.554131,548300
2023-06-30,50.090000,50.099998,50.080002,50.099998,48.583221,438600
2023-07-03,49.900002,49.910000,49.900002,49.910000,48.608547,595700
2023-07-05,49.930000,49.930000,49.900002,49.910000,48.608547,541600
2023-07-06,49.950001,49.950001,49.910000,49.919998,48.618275,482400
2023-07-07,49.930000,49.930000,49.919998,49.930000,48.628021,527100
2023-07-10,49.910000,49.950001,49.910000,49.939999,48.637764,488000
2023-07-11,49.950001,49.950001,49.930000,49.939999,48.637764,536400
2023-07-12,49.950001,49.950001,49.939999,49.950001,48.647499,543100
2023-07-13,49.950001,49.959999,49.950001,49.959999,48.657238,428700
2023-07-14,49.970001,49.970001,49.959999,49.970001,48.666988,599400
2023-07-17,49.959999,49.980000,49.959999,49.980000,48.676712,780800
2023-07-18,49.990002,49.990002,49.980000,49.980000,48.676712,394400
2023-07-19,50.000000,50.000000,49.990002,50.000000,48.696198,414100
2023-07-20,50.020000,50.020000,50.009998,50.020000,48.715679,581000
2023-07-21,50.029999,50.029999,50.009998,50.020000,48.715679,386700
2023-07-24,50.029999,50.029999,50.020000,50.029999,48.725414,861500
2023-07-25,50.029999,50.040001,50.020000,50.029999,48.725414,474200
2023-07-26,50.040001,50.040001,50.029999,50.040001,48.735149,453700
2023-07-27,50.060001,50.060001,50.040001,50.049999,48.744896,358400
2023-07-28,50.080002,50.080002,50.060001,50.070000,48.764374,359500
2023-07-31,50.070000,50.070000,50.060001,50.060001,48.754631,715800
2023-08-01,49.869999,49.869999,49.860001,49.869999,48.781040,885600
2023-08-02,49.880001,49.880001,49.860001,49.869999,48.781040,734100
2023-08-03,49.900002,49.900002,49.889999,49.900002,48.810390,621100
2023-08-04,49.900002,49.900002,49.889999,49.900002,48.810390,540700
2023-08-07,49.910000,49.910000,49.900002,49.900002,48.810390,586500
2023-08-08,49.930000,49.930000,49.910000,49.919998,48.829945,758900
2023-08-09,49.919998,49.930000,49.910000,49.919998,48.829945,567200
2023-08-10,49.950001,49.950001,49.930000,49.939999,48.849514,1119400
2023-08-11,49.959999,49.959999,49.939999,49.950001,48.859295,661800
2023-08-14,49.959999,49.959999,49.950001,49.959999,48.869076,583400
2023-08-15,49.970001,49.970001,49.959999,49.970001,48.878864,677600
2023-08-16,49.970001,49.970001,49.959999,49.970001,48.878864,1133100
2023-08-17,50.000000,50.000000,49.990002,50.000000,48.908203,770300
2023-08-18,50.000000,50.000000,49.990002,50.000000,48.908203,890800
2023-08-21,50.009998,50.009998,50.000000,50.009998,48.917984,881600
2023-08-22,50.020000,50.020000,50.000000,50.009998,48.917984,586400
2023-08-23,50.009998,50.020000,50.009998,50.009998,48.917984,902900
2023-08-24,50.049999,50.049999,50.029999,50.040001,48.947330,792300
2023-08-25,50.049999,50.049999,50.040001,50.049999,48.957115,557500
2023-08-28,50.060001,50.060001,50.049999,50.060001,48.966892,980200
2023-08-29,50.070000,50.070000,50.060001,50.070000,48.976681,1226900
2023-08-30,50.070000,50.080002,50.060001,50.070000,48.976681,1018900
2023-08-31,50.099998,50.099998,50.080002,50.099998,49.006023,1360400
2023-09-01,49.889999,49.889999,49.880001,49.889999,49.015846,1632600
2023-09-05,49.900002,49.900002,49.889999,49.900002,49.025673,1347700
2023-09-06,49.910000,49.910000,49.889999,49.900002,49.025673,1152500
2023-09-07,49.915001,49.930000,49.910000,49.930000,49.055141,1312800
2023-09-08,49.939999,49.939999,49.919998,49.930000,49.055141,815500
2023-09-11,49.939999,49.939999,49.930000,49.939999,49.064968,1405900
2023-09-12,49.939999,49.950001,49.939999,49.950001,49.074795,871900
2023-09-13,49.950001,49.959999,49.939999,49.950001,49.074795,903900
